edicao,data,time_casa,gols_casa,gols_fora,time_fora,pais_vencedor,estadio,cidade,publico,arbitro,id_jogo
Copa do Mundo da FIFA Rússia 2018™,15/06/2018 12:00,Marrocos,0,1,Irã,Irã,Estádio Krestovsky,Saint Petersburg,62548,Cüneyt Çakιr,300331526
Copa do Mundo da FIFA Rússia 2018™,15/06/2018 15:00,Portugal,3,3,Espanha,Empate,Estádio Olímpico de Fisht,Sochi,43866,Gianluca Rocchi,300331524
Copa do Mundo da FIFA Rússia 2018™,16/06/2018 07:00,França,2,1,Austrália,França,Ak Bars Arena,Kazan,41279,Andrés Cunha,300331533
Copa do Mundo da FIFA Rússia 2018™,16/06/2018 10:00,Argentina,1,1,Islândia,Empate,Arena Otkrytiye,Moscow,44190,Szymon Marciniak,300331515
Copa do Mundo da FIFA Rússia 2018™,16/06/2018 13:00,Peru,0,1,Dinamarca,Dinamarca,Arena Mordóvia,Saransk,40502,Bakary GASSAMA,300331528
Copa do Mundo da FIFA Rússia 2018™,16/06/2018 16:00,Croácia,2,0,Nigéria,Croácia,Estádio de Kaliningrado,Kaliningrado,31136,Sandro RICCI,300331523
Copa do Mundo da FIFA Rússia 2018™,17/06/2018 09:00,Costa Rica,0,1,Sérvia,Sérvia,Arena Samara,Samara,41432,Malang DIEDHIOU,300331529
Copa do Mundo da FIFA Rússia 2018™,17/06/2018 12:00,Alemanha,0,1,México,México,Estádio Lênin,Moscow,78011,Alireza Faghani,300331502
Copa do Mundo da FIFA Rússia 2018™,17/06/2018 15:00,Brasil,1,1,Suíça,Empate,Arena Rostov,Rostov do Don,43109,César Arturo Ramos Palazuelos,300331525
Copa do Mundo da FIFA Rússia 2018™,18/06/2018 09:00,Suécia,1,0,República da Coreia,Suécia,Estádio de Níjni Novgorod,Níjni Novgorod,42300,Joel Antonio Aguilar Chicas,300331499
Copa do Mundo da FIFA Rússia 2018™,18/06/2018 12:00,Bélgica,3,0,Panamá,Bélgica,Estádio Olímpico de Fisht,Sochi,43257,Janny Sikazwe,300331539
Copa do Mundo da FIFA Rússia 2018™,18/06/2018 15:00,Tunísia,1,2,Inglaterra,Inglaterra,Estádio Central,Volgograd,41064,Wilmar Alexander Roldán Pérez,300331554
Copa do Mundo da FIFA Rússia 2018™,19/06/2018 09:00,Colômbia,1,2,Japão,Japão,Arena Mordóvia,Saransk,40842,Damir SKOMINA,300331550
Copa do Mundo da FIFA Rússia 2018™,19/06/2018 12:00,Polônia,1,2,Senegal,Senegal,Arena Otkrytiye,Moscow,44190,Nawaf Abdulla Ghayyath Shukralla,300331545
Copa do Mundo da FIFA Rússia 2018™,19/06/2018 15:00,Rússia,3,1,Egito,Rússia,Estádio Krestovsky,Saint Petersburg,64468,Enrique Patricio Cáceres Villafañe,300331495
Copa do Mundo da FIFA Rússia 2018™,20/06/2018 09:00,Portugal,1,0,Marrocos,Portugal,Estádio Lênin,Moscow,78011,Mark GEIGER,300331511
Copa do Mundo da FIFA Rússia 2018™,20/06/2018 12:00,Uruguai,1,0,Arábia Saudita,Uruguai,Arena Rostov,Rostov do Don,42678,Clément Turpin,300331530
Copa do Mundo da FIFA Rússia 2018™,20/06/2018 15:00,Irã,0,1,Espanha,Espanha,Ak Bars Arena,Kazan,42718,Andrés Cunha,300331496
Copa do Mundo da FIFA Rússia 2018™,21/06/2018 09:00,Dinamarca,1,1,Austrália,Empate,Arena Samara,Samara,40727,Antonio Miguel Mateu Lahoz,300331518
Copa do Mundo da FIFA Rússia 2018™,21/06/2018 12:00,França,1,0,Peru,França,Estádio Central de Ecaterimburgo,Ecaterimburgo,32789,Mohammed ABDULLA,300331527
Copa do Mundo da FIFA Rússia 2018™,21/06/2018 15:00,Argentina,0,3,Croácia,Croácia,Estádio de Níjni Novgorod,Níjni Novgorod,43319,Ravshan IRMATOV,300331513
Copa do Mundo da FIFA Rússia 2018™,22/06/2018 09:00,Brasil,2,0,Costa Rica,Brasil,Estádio Krestovsky,Saint Petersburg,64468,Björn Kuipers,300331540
Copa do Mundo da FIFA Rússia 2018™,22/06/2018 12:00,Nigéria,2,0,Islândia,Nigéria,Estádio Central,Volgograd,40904,Matthew Rowell Conger,300331497
Copa do Mundo da FIFA Rússia 2018™,22/06/2018 15:00,Sérvia,1,2,Suíça,Suíça,Estádio de Kaliningrado,Kaliningrado,33167,Felix Brych,300340183
Copa do Mundo da FIFA Rússia 2018™,23/06/2018 09:00,Bélgica,5,2,Tunísia,Bélgica,Arena Otkrytiye,Moscow,44190,Jair Marrufo,300331547
Copa do Mundo da FIFA Rússia 2018™,23/06/2018 12:00,República da Coreia,1,2,México,México,Arena Rostov,Rostov do Don,43472,Milorad Mažić,300331549
Copa do Mundo da FIFA Rússia 2018™,23/06/2018 15:00,Alemanha,2,1,Suécia,Alemanha,Estádio Olímpico de Fisht,Sochi,44287,Szymon Marciniak,300331501
Copa do Mundo da FIFA Rússia 2018™,24/06/2018 09:00,Inglaterra,6,1,Panamá,Inglaterra,Estádio de Níjni Novgorod,Níjni Novgorod,43319,Ghead GRISHA,300331546
Copa do Mundo da FIFA Rússia 2018™,24/06/2018 12:00,Japão,2,2,Senegal,Empate,Estádio Central de Ecaterimburgo,Ecaterimburgo,32572,Gianluca Rocchi,300331505
Copa do Mundo da FIFA Rússia 2018™,24/06/2018 15:00,Polônia,0,3,Colômbia,Colômbia,Ak Bars Arena,Kazan,42873,César Arturo Ramos Palazuelos,300331508
Copa do Mundo da FIFA Rússia 2018™,25/06/2018 11:00,Arábia Saudita,2,1,Egito,Arábia Saudita,Estádio Central,Volgograd,36823,Wilmar Alexander Roldán Pérez,300331509
Copa do Mundo da FIFA Rússia 2018™,25/06/2018 11:00,Uruguai,3,0,Rússia,Uruguai,Arena Samara,Samara,41970,Malang DIEDHIOU,300331516
Copa do Mundo da FIFA Rússia 2018™,25/06/2018 15:00,Irã,1,1,Portugal,Empate,Arena Mordóvia,Saransk,41685,Enrique Patricio Cáceres Villafañe,300331500
Copa do Mundo da FIFA Rússia 2018™,25/06/2018 15:00,Espanha,2,2,Marrocos,Empate,Estádio de Kaliningrado,Kaliningrado,33973,Ravshan IRMATOV,300340184
Copa do Mundo da FIFA Rússia 2018™,26/06/2018 11:00,Dinamarca,0,0,França,Empate,Estádio Lênin,Moscow,78011,Sandro RICCI,300331512
Copa do Mundo da FIFA Rússia 2018™,26/06/2018 11:00,Austrália,0,2,Peru,Peru,Estádio Olímpico de Fisht,Sochi,44073,Sergey Karasev,300331506
Copa do Mundo da FIFA Rússia 2018™,26/06/2018 15:00,Nigéria,1,2,Argentina,Argentina,Estádio Krestovsky,Saint Petersburg,64468,Cüneyt Çakιr,300331519
Copa do Mundo da FIFA Rússia 2018™,26/06/2018 15:00,Islândia,1,2,Croácia,Croácia,Arena Rostov,Rostov do Don,43472,Antonio Miguel Mateu Lahoz,300331510
Copa do Mundo da FIFA Rússia 2018™,27/06/2018 11:00,México,0,3,Suécia,Suécia,Estádio Central de Ecaterimburgo,Ecaterimburgo,33061,Néstor Fabián Pitana,300331548
Copa do Mundo da FIFA Rússia 2018™,27/06/2018 11:00,República da Coreia,2,0,Alemanha,República da Coreia,Ak Bars Arena,Kazan,41835,Mark GEIGER,300331532
Copa do Mundo da FIFA Rússia 2018™,27/06/2018 15:00,Suíça,2,2,Costa Rica,Empate,Estádio de Níjni Novgorod,Níjni Novgorod,43319,Clément Turpin,300331534
Copa do Mundo da FIFA Rússia 2018™,27/06/2018 15:00,Sérvia,0,2,Brasil,Brasil,Arena Otkrytiye,Moscow,44190,Alireza Faghani,300331521
Copa do Mundo da FIFA Rússia 2018™,28/06/2018 11:00,Japão,0,1,Polônia,Polônia,Estádio Central,Volgograd,42189,Janny Sikazwe,300331507
Copa do Mundo da FIFA Rússia 2018™,28/06/2018 11:00,Senegal,0,1,Colômbia,Colômbia,Arena Samara,Samara,41970,Milorad Mažić,300331553
Copa do Mundo da FIFA Rússia 2018™,28/06/2018 15:00,Inglaterra,0,1,Bélgica,Bélgica,Estádio de Kaliningrado,Kaliningrado,33973,Damir SKOMINA,300340182
Copa do Mundo da FIFA Rússia 2018™,28/06/2018 15:00,Panamá,1,2,Tunísia,Tunísia,Arena Mordóvia,Saransk,37168,Nawaf Abdulla Ghayyath Shukralla,300331520
Copa do Mundo da FIFA Rússia 2018™,30/06/2018 11:00,França,4,3,Argentina,França,Ak Bars Arena,Kazan,42873,Alireza Faghani,300331537
Copa do Mundo da FIFA Rússia 2018™,30/06/2018 15:00,Uruguai,2,1,Portugal,Uruguai,Estádio Olímpico de Fisht,Sochi,44287,César Arturo Ramos Palazuelos,300331544
Copa do Mundo da FIFA Rússia 2018™,01/07/2018 11:00,Espanha,1,1,Rússia,Rússia (penaltis),Estádio Lênin,Moscow,78011,Björn Kuipers,300331517
Copa do Mundo da FIFA Rússia 2018™,01/07/2018 15:00,Croácia,1,1,Dinamarca,Croácia (penaltis),Estádio de Níjni Novgorod,Níjni Novgorod,40851,Néstor Fabián Pitana,300331498
Copa do Mundo da FIFA Rússia 2018™,02/07/2018 11:00,Brasil,2,0,México,Brasil,Arena Samara,Samara,41970,Gianluca Rocchi,300331535
Copa do Mundo da FIFA Rússia 2018™,02/07/2018 15:00,Bélgica,3,2,Japão,Bélgica,Arena Rostov,Rostov do Don,41466,Malang DIEDHIOU,300331551
Copa do Mundo da FIFA Rússia 2018™,03/07/2018 11:00,Suécia,1,0,Suíça,Suécia,Estádio Krestovsky,Saint Petersburg,64042,Damir SKOMINA,300331514
Copa do Mundo da FIFA Rússia 2018™,03/07/2018 15:00,Colômbia,1,1,Inglaterra,Inglaterra (penaltis),Arena Otkrytiye,Moscow,44190,Mark GEIGER,300331542
Copa do Mundo da FIFA Rússia 2018™,06/07/2018 11:00,Uruguai,0,2,França,França,Estádio de Níjni Novgorod,Níjni Novgorod,43319,Néstor Fabián Pitana,300331543
Copa do Mundo da FIFA Rússia 2018™,06/07/2018 15:00,Brasil,1,2,Bélgica,Bélgica,Ak Bars Arena,Kazan,42873,Milorad Mažić,300331538
Copa do Mundo da FIFA Rússia 2018™,07/07/2018 11:00,Suécia,0,2,Inglaterra,Inglaterra,Arena Samara,Samara,39991,Björn Kuipers,300331541
Copa do Mundo da FIFA Rússia 2018™,07/07/2018 15:00,Rússia,2,2,Croácia,Croácia (penaltis),Estádio Olímpico de Fisht,Sochi,44287,Sandro RICCI,300331504
Copa do Mundo da FIFA Rússia 2018™,10/07/2018 15:00,França,1,0,Bélgica,França,Estádio Krestovsky,Saint Petersburg,64286,Andrés Cunha,300331531
Copa do Mundo da FIFA Rússia 2018™,11/07/2018 15:00,Croácia,2,1,Inglaterra,Croácia,Estádio Lênin,Moscow,78011,Cüneyt Çakιr,300331522
Copa do Mundo da FIFA Rússia 2018™,14/07/2018 11:00,Bélgica,2,0,Inglaterra,Bélgica,Estádio Krestovsky,Saint Petersburg,64406,Alireza Faghani,300331536
Copa do Mundo da FIFA Rússia 2018™,15/07/2018 12:00,França,4,2,Croácia,França,Estádio Lênin,Moscow,78011,Néstor Fabián Pitana,300331552
Copa do Mundo da FIFA Brasil 2014™,12/06/2014 17:00,Brasil,3,1,Croácia,Brasil,Arena Neo Química,São Paulo,,Yuichi Nishimura,300186456
Copa do Mundo da FIFA Brasil 2014™,13/06/2014 13:00,México,1,0,Camarões,México,Estádio das Dunas,Natal,,Wilmar Alexander Roldán Pérez,300186492
Copa do Mundo da FIFA Brasil 2014™,13/06/2014 16:00,Espanha,1,5,Holanda,Holanda,Arena Fonte Nova,Salvador,,Nicola RIZZOLI,300186510
Copa do Mundo da FIFA Brasil 2014™,13/06/2014 19:00,Chile,3,1,Austrália,Chile,Arena Pantanal,Cuiabá,,Noumandiez DOUE,300186473
Copa do Mundo da FIFA Brasil 2014™,14/06/2014 13:00,Colômbia,3,0,Grécia,Colômbia,Estádio Mineirão,Belo Horizonte,,Mark GEIGER,300186471
Copa do Mundo da FIFA Brasil 2014™,14/06/2014 16:00,Uruguai,1,3,Costa Rica,Costa Rica,Estádio Castelão,Fortaleza,,Felix BRYCH,300186489
Copa do Mundo da FIFA Brasil 2014™,14/06/2014 19:00,Inglaterra,1,2,Itália,Itália,Arena Amazônia,Manaus,,Bjorn KUIPERS,300186513
Copa do Mundo da FIFA Brasil 2014™,14/06/2014 22:00,Costa do Marfim,2,1,Japão,Costa do Marfim,Arena Pernambuco,RECIFE,,Enrique OSSES,300186507
Copa do Mundo da FIFA Brasil 2014™,15/06/2014 13:00,Suíça,2,1,Equador,Suíça,Estádio Nacional Mané Garrincha,Brasília,,Ravshan IRMATOV,300186494
Copa do Mundo da FIFA Brasil 2014™,15/06/2014 16:00,França,3,0,Honduras,França,Estádio Beira-Rio,Porto Alegre,,Sandro RICCI,300186496
Copa do Mundo da FIFA Brasil 2014™,15/06/2014 19:00,Argentina,2,1,Bósnia e Herzegovina,Argentina,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Joel AGUILAR,300186477
Copa do Mundo da FIFA Brasil 2014™,16/06/2014 13:00,Alemanha,4,0,Portugal,Alemanha,Arena Fonte Nova,Salvador,,Milorad Mažić,300186475
Copa do Mundo da FIFA Brasil 2014™,16/06/2014 16:00,Irã,0,0,Nigéria,Empate,Arena da Baixada,Curitiba,,Carlos Alfredo Vera Rodríguez,300186505
Copa do Mundo da FIFA Brasil 2014™,16/06/2014 19:00,Gana,1,2,Estados Unidos,Estados Unidos,Estádio das Dunas,Natal,,Jonas ERIKSSON,300186512
Copa do Mundo da FIFA Brasil 2014™,17/06/2014 13:00,Bélgica,2,1,Argélia,Bélgica,Estádio Mineirão,Belo Horizonte,,Marco RODRIGUEZ,300186479
Copa do Mundo da FIFA Brasil 2014™,17/06/2014 16:00,Brasil,0,0,México,Empate,Estádio Castelão,Fortaleza,,Cüneyt Çakιr,300186509
Copa do Mundo da FIFA Brasil 2014™,17/06/2014 19:00,Rússia,1,1,República da Coreia,Empate,Arena Pantanal,Cuiabá,,Néstor Fabián Pitana,300186499
Copa do Mundo da FIFA Brasil 2014™,18/06/2014 13:00,Austrália,2,3,Holanda,Holanda,Estádio Beira-Rio,Porto Alegre,,Djamel HAIMOUDI,300186478
Copa do Mundo da FIFA Brasil 2014™,18/06/2014 16:00,Espanha,0,2,Chile,Chile,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Mark GEIGER,300186498
Copa do Mundo da FIFA Brasil 2014™,18/06/2014 19:00,Camarões,0,4,Croácia,Croácia,Arena Amazônia,Manaus,,Pedro PROENCA,300186453
Copa do Mundo da FIFA Brasil 2014™,19/06/2014 13:00,Colômbia,2,1,Costa do Marfim,Colômbia,Estádio Nacional Mané Garrincha,Brasília,,Howard WEBB,300186468
Copa do Mundo da FIFA Brasil 2014™,19/06/2014 16:00,Uruguai,2,1,Inglaterra,Uruguai,Arena Neo Química,São Paulo,,Carlos VELASCO CARBALLO,300186486
Copa do Mundo da FIFA Brasil 2014™,19/06/2014 19:00,Japão,0,0,Grécia,Empate,Estádio das Dunas,Natal,,Joel AGUILAR,300186454
Copa do Mundo da FIFA Brasil 2014™,20/06/2014 13:00,Itália,0,1,Costa Rica,Costa Rica,Arena Pernambuco,RECIFE,,Enrique OSSES,300186500
Copa do Mundo da FIFA Brasil 2014™,20/06/2014 16:00,Suíça,2,5,França,França,Arena Fonte Nova,Salvador,,Bjorn KUIPERS,300186514
Copa do Mundo da FIFA Brasil 2014™,20/06/2014 19:00,Honduras,1,2,Equador,Equador,Arena da Baixada,Curitiba,,Benjamin WILLIAMS,300186463
Copa do Mundo da FIFA Brasil 2014™,21/06/2014 13:00,Argentina,1,0,Irã,Argentina,Estádio Mineirão,Belo Horizonte,,Milorad Mažić,300186466
Copa do Mundo da FIFA Brasil 2014™,21/06/2014 16:00,Alemanha,2,2,Gana,Empate,Estádio Castelão,Fortaleza,,Sandro RICCI,300186493
Copa do Mundo da FIFA Brasil 2014™,21/06/2014 19:00,Nigéria,1,0,Bósnia e Herzegovina,Nigéria,Arena Pantanal,Cuiabá,,Peter O LEARY,300186511
Copa do Mundo da FIFA Brasil 2014™,22/06/2014 13:00,Bélgica,1,0,Rússia,Bélgica,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Felix BRYCH,300186481
Copa do Mundo da FIFA Brasil 2014™,22/06/2014 16:00,República da Coreia,2,4,Argélia,Argélia,Estádio Beira-Rio,Porto Alegre,,Wilmar Alexander Roldán Pérez,300186495
Copa do Mundo da FIFA Brasil 2014™,22/06/2014 19:00,Estados Unidos,2,2,Portugal,Empate,Arena Amazônia,Manaus,,Néstor Fabián Pitana,300186483
Copa do Mundo da FIFA Brasil 2014™,23/06/2014 13:00,Holanda,2,0,Chile,Holanda,Arena Neo Química,São Paulo,,Bakary GASSAMA,300186470
Copa do Mundo da FIFA Brasil 2014™,23/06/2014 13:00,Austrália,0,3,Espanha,Espanha,Arena da Baixada,Curitiba,,Nawaf Abdulla Ghayyath Shukralla,300186467
Copa do Mundo da FIFA Brasil 2014™,23/06/2014 17:00,Croácia,1,3,México,México,Arena Pernambuco,RECIFE,,Ravshan IRMATOV,300186452
Copa do Mundo da FIFA Brasil 2014™,23/06/2014 17:00,Camarões,1,4,Brasil,Brasil,Estádio Nacional Mané Garrincha,Brasília,,Jonas ERIKSSON,300186472
Copa do Mundo da FIFA Brasil 2014™,24/06/2014 13:00,Costa Rica,0,0,Inglaterra,Empate,Estádio Mineirão,Belo Horizonte,,Djamel HAIMOUDI,300186484
Copa do Mundo da FIFA Brasil 2014™,24/06/2014 13:00,Itália,0,1,Uruguai,Uruguai,Estádio das Dunas,Natal,,Marco RODRIGUEZ,300186465
Copa do Mundo da FIFA Brasil 2014™,24/06/2014 17:00,Japão,1,4,Colômbia,Colômbia,Arena Pantanal,Cuiabá,,Pedro PROENCA,300186457
Copa do Mundo da FIFA Brasil 2014™,24/06/2014 17:00,Grécia,2,1,Costa do Marfim,Grécia,Estádio Castelão,Fortaleza,,Carlos Alfredo Vera Rodríguez,300186455
Copa do Mundo da FIFA Brasil 2014™,25/06/2014 13:00,Nigéria,2,3,Argentina,Argentina,Estádio Beira-Rio,Porto Alegre,,Nicola RIZZOLI,300186458
Copa do Mundo da FIFA Brasil 2014™,25/06/2014 13:00,Bósnia e Herzegovina,3,1,Irã,Bósnia e Herzegovina,Arena Fonte Nova,Salvador,,Carlos VELASCO CARBALLO,300186464
Copa do Mundo da FIFA Brasil 2014™,25/06/2014 17:00,Equador,0,0,França,Empate,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Noumandiez DOUE,300186515
Copa do Mundo da FIFA Brasil 2014™,25/06/2014 17:00,Honduras,0,3,Suíça,Suíça,Arena Amazônia,Manaus,,Néstor Fabián Pitana,300186482
Copa do Mundo da FIFA Brasil 2014™,26/06/2014 13:00,Estados Unidos,0,1,Alemanha,Alemanha,Arena Pernambuco,RECIFE,,Ravshan IRMATOV,300186469
Copa do Mundo da FIFA Brasil 2014™,26/06/2014 13:00,Portugal,2,1,Gana,Portugal,Estádio Nacional Mané Garrincha,Brasília,,Nawaf Abdulla Ghayyath Shukralla,300186476
Copa do Mundo da FIFA Brasil 2014™,26/06/2014 17:00,Argélia,1,1,Rússia,Empate,Arena da Baixada,Curitiba,,Cüneyt Çakιr,300186506
Copa do Mundo da FIFA Brasil 2014™,26/06/2014 17:00,República da Coreia,0,1,Bélgica,Bélgica,Arena Neo Química,São Paulo,,Benjamin WILLIAMS,300186480
Copa do Mundo da FIFA Brasil 2014™,28/06/2014 13:00,Brasil,1,1,Chile,Brasil (penaltis),Estádio Mineirão,Belo Horizonte,,Howard WEBB,300186487
Copa do Mundo da FIFA Brasil 2014™,28/06/2014 17:00,Colômbia,2,0,Uruguai,Colômbia,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Bjorn KUIPERS,300186491
Copa do Mundo da FIFA Brasil 2014™,29/06/2014 13:00,Holanda,2,1,México,Holanda,Estádio Castelão,Fortaleza,,Pedro PROENCA,300186508
Copa do Mundo da FIFA Brasil 2014™,29/06/2014 17:00,Costa Rica,1,1,Grécia,Costa Rica (penaltis),Arena Pernambuco,RECIFE,,Benjamin WILLIAMS,300186459
Copa do Mundo da FIFA Brasil 2014™,30/06/2014 13:00,França,2,0,Nigéria,França,Estádio Nacional Mané Garrincha,Brasília,,Mark GEIGER,300186462
Copa do Mundo da FIFA Brasil 2014™,30/06/2014 17:00,Alemanha,2,1,Argélia,Alemanha,Estádio Beira-Rio,Porto Alegre,,Sandro RICCI,300186460
Copa do Mundo da FIFA Brasil 2014™,01/07/2014 13:00,Argentina,1,0,Suíça,Argentina,Arena Neo Química,São Paulo,,Jonas ERIKSSON,300186503
Copa do Mundo da FIFA Brasil 2014™,01/07/2014 17:00,Bélgica,2,1,Estados Unidos,Bélgica,Arena Fonte Nova,Salvador,,Djamel HAIMOUDI,300186497
Copa do Mundo da FIFA Brasil 2014™,04/07/2014 13:00,França,0,1,Alemanha,Alemanha,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Néstor Fabián Pitana,300186485
Copa do Mundo da FIFA Brasil 2014™,04/07/2014 17:00,Brasil,2,1,Colômbia,Brasil,Estádio Castelão,Fortaleza,,Carlos VELASCO CARBALLO,300186461
Copa do Mundo da FIFA Brasil 2014™,05/07/2014 13:00,Argentina,1,0,Bélgica,Argentina,Estádio Nacional Mané Garrincha,Brasília,,Nicola RIZZOLI,300186504
Copa do Mundo da FIFA Brasil 2014™,05/07/2014 17:00,Holanda,0,0,Costa Rica,Holanda (penaltis),Arena Fonte Nova,Salvador,,Ravshan IRMATOV,300186488
Copa do Mundo da FIFA Brasil 2014™,08/07/2014 17:00,Brasil,1,7,Alemanha,Alemanha,Estádio Mineirão,Belo Horizonte,,Marco RODRIGUEZ,300186474
Copa do Mundo da FIFA Brasil 2014™,09/07/2014 17:00,Holanda,0,0,Argentina,Argentina (penaltis),Arena Neo Química,São Paulo,,Cüneyt Çakιr,300186490
Copa do Mundo da FIFA Brasil 2014™,12/07/2014 17:00,Brasil,0,3,Holanda,Holanda,Estádio Nacional Mané Garrincha,Brasília,,Djamel HAIMOUDI,300186502
Copa do Mundo da FIFA Brasil 2014™,13/07/2014 16:00,Alemanha,1,0,Argentina,Alemanha,Maracanã (Estádio Jornalista Mário Filho),Rio de Janeiro,,Nicola RIZZOLI,300186501
Copa do Mundo da FIFA África do Sul 2010™,11/06/2010 11:00,África do Sul,1,1,México,Empate,Estádio Soccer City,Johannesburg,,Ravshan IRMATOV,300061454
Copa do Mundo da FIFA África do Sul 2010™,11/06/2010 15:30,Uruguai,0,0,França,Empate,Estádio da Cidade do Cabo,Cape Town,,Yuichi Nishimura,300061453
Copa do Mundo da FIFA África do Sul 2010™,12/06/2010 08:30,República da Coreia,2,0,Grécia,República da Coreia,Estádio de Port Elizabeth,Porto Elizabeth,,Michael HESTER,300061459
Copa do Mundo da FIFA África do Sul 2010™,12/06/2010 11:00,Argentina,1,0,Nigéria,Argentina,Estádio Ellis Park,Johannesburg,,Wolfgang STARK,300061460
Copa do Mundo da FIFA África do Sul 2010™,12/06/2010 15:30,Inglaterra,1,1,Estados Unidos,Empate,Estádio Royal Bafokeng,Phokeng,,Carlos SIMON,300061466
Copa do Mundo da FIFA África do Sul 2010™,13/06/2010 08:30,Argélia,0,1,Eslovênia,Eslovênia,Estádio Peter Mokaba,Polokwane,,Carlos BATRES,300061465
Copa do Mundo da FIFA África do Sul 2010™,13/06/2010 11:00,Sérvia,0,1,Gana,Gana,Estádio Loftus Versfeld,Pretoria,,Hector BALDASSI,300061471
Copa do Mundo da FIFA África do Sul 2010™,13/06/2010 15:30,Alemanha,4,0,Austrália,Alemanha,Estádio de Durban,Durban,,Marco RODRIGUEZ,300111116
Copa do Mundo da FIFA África do Sul 2010™,14/06/2010 08:30,Holanda,2,0,Dinamarca,Holanda,Estádio Soccer City,Johannesburg,,Stephane LANNOY,300061478
Copa do Mundo da FIFA África do Sul 2010™,14/06/2010 11:00,Japão,1,0,Camarões,Japão,Estádio de Free State,Mangaung,,Olegario BENQUERENCA,300061477
Copa do Mundo da FIFA África do Sul 2010™,14/06/2010 15:30,Itália,1,1,Paraguai,Empate,Estádio da Cidade do Cabo,Cape Town,,Benito ARCHUNDIA,300061484
Copa do Mundo da FIFA África do Sul 2010™,15/06/2010 08:30,Nova Zelândia,1,1,Eslováquia,Empate,Estádio Royal Bafokeng,Phokeng,,Jerome DAMON,300061483
Copa do Mundo da FIFA África do Sul 2010™,15/06/2010 11:00,Costa do Marfim,0,0,Portugal,Empate,Estádio de Port Elizabeth,Porto Elizabeth,,Jorge LARRIONDA,300061489
Copa do Mundo da FIFA África do Sul 2010™,15/06/2010 15:30,Brasil,2,1,RPD da Coreia,Brasil,Estádio Ellis Park,Johannesburg,,Viktor KASSAI,300061490
Copa do Mundo da FIFA África do Sul 2010™,16/06/2010 08:30,Honduras,0,1,Chile,Chile,Estádio Mbombela,Mbombela,,Eddy MAILLET,300061495
Copa do Mundo da FIFA África do Sul 2010™,16/06/2010 11:00,Espanha,0,1,Suíça,Suíça,Estádio de Durban,Durban,,Howard WEBB,300111112
Copa do Mundo da FIFA África do Sul 2010™,16/06/2010 15:30,África do Sul,0,3,Uruguai,Uruguai,Estádio Loftus Versfeld,Pretoria,,Massimo BUSACCA,300061452
Copa do Mundo da FIFA África do Sul 2010™,17/06/2010 08:30,Argentina,4,1,República da Coreia,Argentina,Estádio Soccer City,Johannesburg,,Frank DE BLEECKERE,300061458
Copa do Mundo da FIFA África do Sul 2010™,17/06/2010 11:00,Grécia,2,1,Nigéria,Grécia,Estádio de Free State,Mangaung,,Oscar RUIZ,300061457
Copa do Mundo da FIFA África do Sul 2010™,17/06/2010 15:30,França,0,2,México,México,Estádio Peter Mokaba,Polokwane,,Khalil AL GHAMDI,300061451
Copa do Mundo da FIFA África do Sul 2010™,18/06/2010 08:30,Alemanha,0,1,Sérvia,Sérvia,Estádio de Port Elizabeth,Porto Elizabeth,,Alberto UNDIANO,300061470
Copa do Mundo da FIFA África do Sul 2010™,18/06/2010 11:00,Eslovênia,2,2,Estados Unidos,Empate,Estádio Ellis Park,Johannesburg,,Koman COULIBALY,300061463
Copa do Mundo da FIFA África do Sul 2010™,18/06/2010 15:30,Inglaterra,0,0,Argélia,Empate,Estádio da Cidade do Cabo,Cape Town,,Ravshan IRMATOV,300061464
Copa do Mundo da FIFA África do Sul 2010™,19/06/2010 08:30,Holanda,1,0,Japão,Holanda,Estádio de Durban,Durban,,Hector BALDASSI,300111117
Copa do Mundo da FIFA África do Sul 2010™,19/06/2010 11:00,Gana,1,1,Austrália,Empate,Estádio Royal Bafokeng,Phokeng,,Roberto ROSETTI,300061469
Copa do Mundo da FIFA África do Sul 2010™,19/06/2010 15:30,Camarões,1,2,Dinamarca,Dinamarca,Estádio Loftus Versfeld,Pretoria,,Jorge LARRIONDA,300061475
Copa do Mundo da FIFA África do Sul 2010™,20/06/2010 08:30,Eslováquia,0,2,Paraguai,Paraguai,Estádio de Free State,Mangaung,,Eddy MAILLET,300061481
Copa do Mundo da FIFA África do Sul 2010™,20/06/2010 11:00,Itália,1,1,Nova Zelândia,Empate,Estádio Mbombela,Mbombela,,Carlos BATRES,300061482
Copa do Mundo da FIFA África do Sul 2010™,20/06/2010 15:30,Brasil,3,1,Costa do Marfim,Brasil,Estádio Soccer City,Johannesburg,,Stephane LANNOY,300061488
Copa do Mundo da FIFA África do Sul 2010™,21/06/2010 08:30,Portugal,7,0,RPD da Coreia,Portugal,Estádio da Cidade do Cabo,Cape Town,,Pablo POZO,300061487
